result_academic_year,region,institution_name,campus_name,admission_round_name,program_name,day_night,admission_category,admission_track_name,capacity,applicant_count,admitted_count,competition_rate,best_score,average_score,cutoff_score,score_basis,score_direction,source_reference
2026,경기,경기과학기술대학교,경기 지역,정시모집,전기공학과,DAY,일반전형,일반전형,2,,,87,,75,71.5,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:12;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,컴퓨터모바일융합과,DAY,일반전형,일반전형,35,,,4.6,,51.6,26.5,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:13;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,전자공학과,DAY,일반전형,일반전형,37,,,7.11,,65.66,58.5,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:14;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,게임콘텐츠학과,DAY,일반전형,일반전형,2,,,37.5,,64.75,62,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:15;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,인공지능학과,DAY,일반전형,일반전형,25,,,5.84,,62.25,54.5,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:16;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,모빌리티공학과,DAY,일반전형,일반전형,16,,,5.63,,53.17,45.5,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:17;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,디자인공학과,DAY,일반전형,일반전형,27,,,5.37,,53.24,31,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:18;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,생명화학공학과,DAY,일반전형,일반전형,36,,,5.94,,66.75,58,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:19;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,영상디자인과,DAY,일반전형,일반전형,7,,,28,,72.04,63,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:20;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,패션디자인과,DAY,일반전형,일반전형,2,,,49.5,,62,57.5,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:21;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,웹툰일러스트학과,DAY,일반전형,일반전형,3,,,26.67,,71.33,65,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:22;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,정시모집,시각정보디자인학과,DAY,일반전형,일반전형,15,,,9.87,,80.5,80.5,POINT_SCORE,HIGHER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:23;score_columns=평균_수능,최저_수능"
2026,경기,경기과학기술대학교,경기 지역,수시1차,경영학과,DAY,특별전형,특성화고,20,,,4.57,,4.23,4.7,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:24;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,사회복지학과,DAY,특별전형,특성화고,40,,,5.6,,5.36,5.64,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:25;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,국방군사학과,DAY,특별전형,특성화고,20,,,12.33,,4.09,5.54,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:26;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,자유전공학과,DAY,특별전형,특성화고,44,,,4.67,,6.06,7.39,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:27;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,보건의료정보학과,DAY,특별전형,특성화고,47,,,9,,5.86,7.78,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:28;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,건축인테리어학과,DAY,특별전형,특성화고,33,,,6.89,,3.96,5.08,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:29;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,기계공학과,DAY,특별전형,특성화고,40,,,6.9,,3.82,4.79,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:30;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,건축소방안전학과,DAY,특별전형,특성화고,40,,,4.3,,4.73,5.96,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:31;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,메카트로닉스공학과,DAY,특별전형,특성화고,47,,,1.56,,4.52,6.04,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:32;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,미래전기자동차과,DAY,특별전형,특성화고,113,,,3.34,,5.3,8.21,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:33;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,전기공학과,DAY,특별전형,특성화고,53,,,3.81,,4.88,7.78,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:34;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,컴퓨터모바일융합과,DAY,특별전형,특성화고,52,,,3.25,,4.21,5.42,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:35;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,전자공학과,DAY,특별전형,특성화고,52,,,2,,4.69,5.04,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:36;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,게임콘텐츠학과,DAY,특별전형,특성화고,73,,,7.35,,4.33,5.62,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:37;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,인공지능학과,DAY,특별전형,특성화고,50,,,5.33,,3.67,3.67,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:38;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,모빌리티공학과,DAY,특별전형,특성화고,19,,,3.33,,3.78,3.96,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:39;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,디자인공학과,DAY,특별전형,특성화고,42,,,1.92,,5.1,6.64,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:40;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,생명화학공학과,DAY,특별전형,특성화고,41,,,2.5,,4.11,4.11,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:41;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,영상디자인과,DAY,특별전형,특성화고,57,,,9.8,,4.1,5.22,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:42;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,패션디자인과,DAY,특별전형,특성화고,37,,,7.2,,5.75,7,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:43;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,웹툰일러스트학과,DAY,특별전형,특성화고,55,,,9.25,,3.43,3.96,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:44;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,시각정보디자인학과,DAY,특별전형,특성화고,16,,,27.5,,4.57,6.29,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:45;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,경영학과,DAY,특별전형,특성화고,8,,,7.67,,4.35,5.73,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:46;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,사회복지학과,DAY,특별전형,특성화고,8,,,6.67,,5.05,6.14,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:47;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,국방군사학과,DAY,특별전형,특성화고,4,,,17,,2.83,3,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:48;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,자유전공학과,DAY,특별전형,특성화고,9,,,13.5,,3.71,4.13,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:49;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,보건의료정보학과,DAY,특별전형,특성화고,10,,,13.67,,5.27,5.63,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:50;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,건축인테리어학과,DAY,특별전형,특성화고,12,,,10.75,,4.13,4.77,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:51;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,기계공학과,DAY,특별전형,특성화고,15,,,7.8,,4.21,4.7,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:52;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,건축소방안전학과,DAY,특별전형,특성화고,6,,,9.5,,5.7,6.5,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:53;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,메카트로닉스공학과,DAY,특별전형,특성화고,6,,,5.5,,4.48,4.48,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:54;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,미래전기자동차과,DAY,특별전형,특성화고,10,,,6.8,,5.91,8.04,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:55;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,전기공학과,DAY,특별전형,특성화고,15,,,10.4,,3.98,4.35,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:56;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,컴퓨터모바일융합과,DAY,특별전형,특성화고,13,,,5.25,,5.51,7.54,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:57;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,전자공학과,DAY,특별전형,특성화고,12,,,5.25,,4.79,5.38,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:58;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,게임콘텐츠학과,DAY,특별전형,특성화고,15,,,11.2,,4.75,6.19,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:59;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,인공지능학과,DAY,특별전형,특성화고,6,,,8.5,,3.79,4.91,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:60;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,모빌리티공학과,DAY,특별전형,특성화고,6,,,4.5,,4.46,4.46,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:61;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,디자인공학과,DAY,특별전형,특성화고,12,,,2.5,,5.03,6.41,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:62;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,생명화학공학과,DAY,특별전형,특성화고,20,,,4,,3.51,5.68,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:63;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,영상디자인과,DAY,특별전형,특성화고,16,,,7.4,,3.94,4.52,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:64;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,패션디자인과,DAY,특별전형,특성화고,6,,,11.5,,5.59,5.79,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:65;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,웹툰일러스트학과,DAY,특별전형,특성화고,13,,,13.25,,3.68,4.04,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:66;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시2차,시각정보디자인학과,DAY,특별전형,특성화고,14,,,8,,3.98,4.96,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:67;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,경영학과,DAY,특별전형,일반고,20,,,9.75,,6.53,7.83,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:68;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,사회복지학과,DAY,특별전형,일반고,40,,,5.83,,6.22,7.38,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:69;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,국방군사학과,DAY,특별전형,일반고,20,,,8.31,,6.32,7.74,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:70;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,자유전공학과,DAY,특별전형,일반고,44,,,7.29,,6.42,7.54,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:71;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,보건의료정보학과,DAY,특별전형,일반고,47,,,6.95,,6.44,8.38,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:72;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,건축인테리어학과,DAY,특별전형,일반고,33,,,9.09,,6.59,7.83,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:73;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,기계공학과,DAY,특별전형,일반고,40,,,7.13,,5.57,6.67,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:74;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,건축소방안전학과,DAY,특별전형,일반고,40,,,8.27,,6.25,7.27,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:75;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,메카트로닉스공학과,DAY,특별전형,일반고,47,,,3.5,,6.25,7.6,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:76;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,미래전기자동차과,DAY,특별전형,일반고,113,,,3.89,,6.67,8.48,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:77;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,전기공학과,DAY,특별전형,일반고,53,,,9.9,,5.57,6.56,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:78;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,컴퓨터모바일융합과,DAY,특별전형,일반고,52,,,3.69,,6,7.46,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:79;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,전자공학과,DAY,특별전형,일반고,52,,,3.26,,6.43,7.73,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:80;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,게임콘텐츠학과,DAY,특별전형,일반고,73,,,8.37,,6.04,7.36,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:81;score_columns=평균_학생부,최저_학생부"
2026,경기,경기과학기술대학교,경기 지역,수시1차,인공지능학과,DAY,특별전형,일반고,50,,,6.46,,5.48,6.58,RANK_GRADE,LOWER_IS_BETTER,"sha256:f8577f1e58dbcaa2d2e1bc11ea4ff68641f5e506466ab8d61c49c2ce65c3e8cd#CSV:82;score_columns=평균_학생부,최저_학생부"
