결과학년도,지역,대학명,캠퍼스명,모집시기,전공명,주야,전형구분1,전형구분2,모집인원,지원자수,합격자수,경쟁률,합격자최고,합격자평균,합격자최저,점수기준,점수방향,source_reference
2025,인천,인하공업전문대학,본교,수시1차,물류시스템학과,주간,특별전형,일반고,39,,,4.4,,4.3,5,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1701;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44579
2025,인천,인하공업전문대학,본교,수시1차,메카트로닉스공학과,주간,특별전형,일반고,55,,,3.3,,4.9,5.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1702;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44585
2025,인천,인하공업전문대학,본교,수시1차,디지털마케팅공학과,주간,특별전형,일반고,39,,,5.7,,3.9,4.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1703;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44588
2025,인천,인하공업전문대학,본교,수시1차,기계설계공학과,주간,특별전형,일반고,60,,,5.3,,4.9,5.5,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1704;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44583
2025,인천,인하공업전문대학,본교,수시1차,기계공학과,주간,특별전형,일반고,62,,,5.1,,4.1,4.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1705;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44582
2025,인천,인하공업전문대학,본교,수시1차,관광경영학과,주간,특별전형,일반고,61,,,2.4,,5.4,7.3,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1706;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44575
2025,인천,인하공업전문대학,본교,수시1차,공간정보빅데이터학과,주간,특별전형,일반고,55,,,4.2,,5,5.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1707;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44593
2025,인천,인하공업전문대학,본교,수시1차,경영비서학과,주간,특별전형,일반고,57,,,6,,4.9,5.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1708;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44576
2025,인천,인하공업전문대학,본교,수시1차,건축학과,주간,특별전형,일반고,62,,,5.5,,4.3,5.1,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1709;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44594
2025,인천,인하공업전문대학,본교,수시1차,건설환경공학과,주간,특별전형,일반고,59,,,4.5,,5.1,6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1710;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44596
2025,인천,인하공업전문대학,본교,수시1차,화학생명공학과,주간,특별전형,특성화고,79,,,7.8,,2.3,2.9,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1711;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44540
2025,인천,인하공업전문대학,본교,수시1차,호텔경영학과,주간,특별전형,특성화고,61,,,4,,4.1,5.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1712;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44516
2025,인천,인하공업전문대학,본교,수시1차,항공운항과,주간,특별전형,특성화고,112,,,29.3,,3.8,5.2,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1713;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44520
2025,인천,인하공업전문대학,본교,수시1차,항공기계공학과,주간,특별전형,특성화고,81,,,6.3,,2.2,2.7,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1714;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44523
2025,인천,인하공업전문대학,본교,수시1차,항공경영학과,주간,특별전형,특성화고,63,,,3.5,,3.5,4.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1715;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44519
2025,인천,인하공업전문대학,본교,수시1차,패션디자인학과,주간,특별전형,특성화고,51,,,9.9,,2.9,3.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1716;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44544
2025,인천,인하공업전문대학,본교,수시1차,컴퓨터정보공학과,주간,특별전형,특성화고,62,,,8.5,,2.7,3.2,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1717;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44529
2025,인천,인하공업전문대학,본교,수시1차,컴퓨터시스템공학과,주간,특별전형,특성화고,64,,,7.3,,2.7,3.2,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1718;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44531
2025,인천,인하공업전문대학,본교,수시1차,조선기계공학과,주간,특별전형,특성화고,63,,,4.5,,3.7,4.4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1719;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44526
2025,인천,인하공업전문대학,본교,수시1차,정보통신공학과,주간,특별전형,특성화고,84,,,3.9,,3.3,3.9,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1720;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44534
2025,인천,인하공업전문대학,본교,수시1차,전자공학과,주간,특별전형,특성화고,57,,,10.2,,2.2,2.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1721;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44533
2025,인천,인하공업전문대학,본교,수시1차,전기공학과,주간,특별전형,특성화고,60,,,11.4,,1.9,2.1,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1722;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44532
2025,인천,인하공업전문대학,본교,수시1차,재료공학과,주간,특별전형,특성화고,63,,,5,,3.2,3.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1723;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44539
2025,인천,인하공업전문대학,본교,수시1차,자유전공학부,주간,특별전형,특성화고,10,,,8,,3.1,3.1,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1724;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44541
2025,인천,인하공업전문대학,본교,수시1차,자동차공학과,주간,특별전형,특성화고,60,,,5.5,,2.4,3.2,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1725;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44528
2025,인천,인하공업전문대학,본교,수시1차,실내건축학과,주간,특별전형,특성화고,64,,,6.4,,2.8,3.4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1726;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44537
2025,인천,인하공업전문대학,본교,수시1차,스포츠헬스케어학과,주간,특별전형,특성화고,41,,,8.9,,3,4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1727;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44542
2025,인천,인하공업전문대학,본교,수시1차,산업디자인학과,주간,특별전형,특성화고,52,,,7,,3.4,3.9,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1728;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44543
2025,인천,인하공업전문대학,본교,수시1차,반도체기계정비학과,주간,특별전형,특성화고,40,,,3.9,,2.8,4.4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1729;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44522
2025,인천,인하공업전문대학,본교,수시1차,물류시스템학과,주간,특별전형,특성화고,39,,,5,,2.8,3.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1730;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44521
2025,인천,인하공업전문대학,본교,수시1차,메카트로닉스공학과,주간,특별전형,특성화고,55,,,5,,2.5,3,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1731;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44527
2025,인천,인하공업전문대학,본교,수시1차,디지털마케팅공학과,주간,특별전형,특성화고,39,,,6.1,,3,3.4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1732;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44530
2025,인천,인하공업전문대학,본교,수시1차,기계설계공학과,주간,특별전형,특성화고,60,,,4.5,,3,3.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1733;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44525
2025,인천,인하공업전문대학,본교,수시1차,기계공학과,주간,특별전형,특성화고,62,,,10.4,,1.9,2.2,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1734;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44524
2025,인천,인하공업전문대학,본교,수시1차,관광경영학과,주간,특별전형,특성화고,61,,,3.2,,4.1,5,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1735;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44517
2025,인천,인하공업전문대학,본교,수시1차,공간정보빅데이터학과,주간,특별전형,특성화고,55,,,2.5,,3.5,4.9,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1736;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44535
2025,인천,인하공업전문대학,본교,수시1차,경영비서학과,주간,특별전형,특성화고,57,,,8,,3.5,4.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1737;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44518
2025,인천,인하공업전문대학,본교,수시1차,건축학과,주간,특별전형,특성화고,62,,,5.4,,3,3.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1738;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44536
2025,인천,인하공업전문대학,본교,수시1차,건설환경공학과,주간,특별전형,특성화고,59,,,4.3,,3.3,4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(1차) 결과:1739;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:44538
2025,서울,동양미래대학교,본교,수시2차,호텔관광학과,주간,특별전형,일반고,23,,,10.4,,5,5.5,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:3;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41912
2025,서울,동양미래대학교,본교,수시2차,컴퓨터소프트웨어공학과,주간,특별전형,일반고,24,,,6.9,,3.8,4.3,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:4;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41918
2025,서울,동양미래대학교,본교,수시2차,정보통신공학과,주간,특별전형,일반고,31,,,5.5,,5.6,6.1,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:5;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41923
2025,서울,동양미래대학교,본교,수시2차,전기공학과,주간,특별전형,일반고,36,,,8.2,,4.3,5,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:6;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41921
2025,서울,동양미래대학교,본교,수시2차,자유전공학과,주간,특별전형,일반고,12,,,6.7,,4.5,5.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:7;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41930
2025,서울,동양미래대학교,본교,수시2차,자동화공학과,주간,특별전형,일반고,24,,,5.5,,6.2,7.3,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:8;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41916
2025,서울,동양미래대학교,본교,수시2차,인공지능소프트웨어학과,주간,특별전형,일반고,24,,,5.2,,4.2,5.3,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:9;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41919
2025,서울,동양미래대학교,본교,수시2차,유통마케팅학과,주간,특별전형,일반고,24,,,5.3,,5.4,6.4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:10;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41910
2025,서울,동양미래대학교,본교,수시2차,웹응용소프트웨어공학과,주간,특별전형,일반고,24,,,4.2,,4.6,5.3,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:11;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41920
2025,서울,동양미래대학교,본교,수시2차,실내건축디자인과,주간,특별전형,일반고,24,,,7.2,,4.2,4.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:12;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41925
2025,서울,동양미래대학교,본교,수시2차,시각디자인과,주간,특별전형,일반고,23,,,8.8,,4.5,5,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:13;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41924
2025,서울,동양미래대학교,본교,수시2차,소방안전관리과,주간,특별전형,일반고,24,,,8.3,,5,5.4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:14;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41928
2025,서울,동양미래대학교,본교,수시2차,세무회계학과,주간,특별전형,일반고,26,,,5.6,,4.1,5.2,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:15;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41909
2025,서울,동양미래대학교,본교,수시2차,생명화학공학과,주간,특별전형,일반고,35,,,4.8,,3.9,5.1,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:16;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41929
2025,서울,동양미래대학교,본교,수시2차,빅데이터경영과,주간,특별전형,일반고,25,,,5.2,,5.5,6.5,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:17;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41908
2025,서울,동양미래대학교,본교,수시2차,반도체전자공학과,주간,특별전형,일반고,32,,,4.5,,4.8,6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:18;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41922
2025,서울,동양미래대학교,본교,수시2차,바이오융합공학과,주간,특별전형,일반고,24,,,4.9,,5,5.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:19;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41927
2025,서울,동양미래대학교,본교,수시2차,로봇소프트웨어과,주간,특별전형,일반고,24,,,3.7,,5.6,7.2,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:20;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41917
2025,서울,동양미래대학교,본교,수시2차,기계설계공학과,주간,특별전형,일반고,34,,,4.3,,5.8,6.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:21;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41915
2025,서울,동양미래대학교,본교,수시2차,기계공학과,주간,특별전형,일반고,34,,,5.2,,4.8,5.4,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:22;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41914
2025,서울,동양미래대학교,본교,수시2차,경영학과,주간,특별전형,일반고,24,,,7.5,,4.5,5.3,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:23;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41907
2025,서울,동양미래대학교,본교,수시2차,경영정보학과,주간,특별전형,일반고,12,,,7.4,,5.1,5.7,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:24;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41911
2025,서울,동양미래대학교,본교,수시2차,건축과,주간,특별전형,일반고,34,,,4.3,,5,6.1,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:25;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41913
2025,서울,동양미래대학교,본교,수시2차,AR·VR콘텐츠디자인과,주간,특별전형,일반고,25,,,5.7,,4.9,5.8,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:26;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41926
2025,서울,동양미래대학교,본교,수시2차,호텔관광학과,주간,특별전형,특성화고,23,,,8,,5,5.7,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:27;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41864
2025,서울,동양미래대학교,본교,수시2차,컴퓨터소프트웨어공학과,주간,특별전형,특성화고,24,,,9.3,,2.1,2.6,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:28;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41870
2025,서울,동양미래대학교,본교,수시2차,정보통신공학과,주간,특별전형,특성화고,31,,,3.2,,4.9,7.1,RANK_GRADE,LOWER_IS_BETTER,sha256:bde8fe5d513ce2737c08815b0d7e1df366dc8844e6ff7f243eccb63c3bd40606#2025 수시(2차) 결과:29;supplemental.competition_rate=sha256:c35d548abb244168dcffd1a582a38368a58f611f2998604a9b1b70f7e5ae6658#CSV:41875
