institution_code,institution_name,institution_type,campus_code,campus_name,program_code,program_name,target_academic_year,admission_round_code,admission_round_name,admission_track_code,admission_track_name,mapping_status
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-0DD297E86EC5,건설환경공학과,2027,SUSI-2,수시2차,SPECIAL-GENERAL-HS,특별전형 / 일반고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-D7E83430F573,화학생명공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-4B40B70BBA86,호텔경영학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-0BE71768D6D2,항공운항과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-B6EB62D55519,항공기계공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-003EB77B723A,항공경영학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-B5E3D96F6E7C,패션디자인학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-15C2D0F6C933,컴퓨터정보공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-F2D7B5F6CF0B,컴퓨터시스템공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-23525D0B2C0D,조선기계공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-9E8D6A6731F2,정보통신공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-615B0D7561C4,전자공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-0F48B45C106C,전기공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-CAA9960E6D90,재료공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-4C6BA58B2FB5,자유전공학부,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-FD8EC8F52DA8,자동차공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-CE2C91354383,실내건축학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-174E4BB45D81,스포츠헬스케어학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-ABD05B0A88F7,산업디자인학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-092159610368,반도체기계정비학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-7C39DAB4361A,메카트로닉스공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-92719535A5F1,디지털마케팅공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-749DFD6A4229,기계설계공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-8E632D7F7690,기계공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-CE224C3524E5,관광경영학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-4BE47785A5BD,공간정보빅데이터학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-874C96771ACB,경영비서학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-202656026C72,건축학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
INHA-TECHNICAL-COLLEGE,인하공업전문대학,JUNIOR_COLLEGE,MAIN,본교,PROGRAM-0DD297E86EC5,건설환경공학과,2027,SUSI-2,수시2차,SPECIAL-VOCATIONAL-HS,특별전형 / 특성화고,EXPLICIT_PHASE14_PILOT
